_id,co_mun,no_mun,ano,variavel,pop_categoria,pop_subcategoria,valor
311,2704807,Maribondo,2010,População residente censitária,Total,Total,13619
312,2704807,Maribondo,2022,População residente censitária,Total,Total,13679
313,2704906,Mar Vermelho,1970,População residente censitária,Total,Total,4857
314,2704906,Mar Vermelho,1980,População residente censitária,Total,Total,4163
315,2704906,Mar Vermelho,1991,População residente censitária,Total,Total,3965
316,2704906,Mar Vermelho,2000,População residente censitária,Total,Total,4078
317,2704906,Mar Vermelho,2010,População residente censitária,Total,Total,3652
318,2704906,Mar Vermelho,2022,População residente censitária,Total,Total,3155
319,2705002,Mata Grande,1970,População residente censitária,Total,Total,20858
320,2705002,Mata Grande,1980,População residente censitária,Total,Total,23478
321,2705002,Mata Grande,1991,População residente censitária,Total,Total,26475
322,2705002,Mata Grande,2000,População residente censitária,Total,Total,25032
323,2705002,Mata Grande,2010,População residente censitária,Total,Total,24698
324,2705002,Mata Grande,2022,População residente censitária,Total,Total,21844
325,2705101,Matriz de Camaragibe,1970,População residente censitária,Total,Total,12720
326,2705101,Matriz de Camaragibe,1980,População residente censitária,Total,Total,17131
327,2705101,Matriz de Camaragibe,1991,População residente censitária,Total,Total,21146
328,2705101,Matriz de Camaragibe,2000,População residente censitária,Total,Total,24017
329,2705101,Matriz de Camaragibe,2010,População residente censitária,Total,Total,23785
330,2705101,Matriz de Camaragibe,2022,População residente censitária,Total,Total,23857
331,2705200,Messias,1970,População residente censitária,Total,Total,6216
332,2705200,Messias,1980,População residente censitária,Total,Total,7467
333,2705200,Messias,1991,População residente censitária,Total,Total,10564
334,2705200,Messias,2000,População residente censitária,Total,Total,11990
335,2705200,Messias,2010,População residente censitária,Total,Total,15682
336,2705200,Messias,2022,População residente censitária,Total,Total,15405
337,2705309,Minador do Negrão,1970,População residente censitária,Total,Total,7365
338,2705309,Minador do Negrão,1980,População residente censitária,Total,Total,8246
339,2705309,Minador do Negrão,1991,População residente censitária,Total,Total,9355
340,2705309,Minador do Negrão,2000,População residente censitária,Total,Total,5399
341,2705309,Minador do Negrão,2010,População residente censitária,Total,Total,5275
342,2705309,Minador do Negrão,2022,População residente censitária,Total,Total,4845
343,2705408,Monteirópolis,1970,População residente censitária,Total,Total,4721
344,2705408,Monteirópolis,1980,População residente censitária,Total,Total,5420
345,2705408,Monteirópolis,1991,População residente censitária,Total,Total,6140
346,2705408,Monteirópolis,2000,População residente censitária,Total,Total,7240
347,2705408,Monteirópolis,2010,População residente censitária,Total,Total,6935
348,2705408,Monteirópolis,2022,População residente censitária,Total,Total,7184
349,2705507,Murici,1970,População residente censitária,Total,Total,26599
350,2705507,Murici,1980,População residente censitária,Total,Total,25855
351,2705507,Murici,1991,População residente censitária,Total,Total,28724
352,2705507,Murici,2000,População residente censitária,Total,Total,24671
353,2705507,Murici,2010,População residente censitária,Total,Total,26710
354,2705507,Murici,2022,População residente censitária,Total,Total,25187
355,2705606,Novo Lino,1970,População residente censitária,Total,Total,13269
356,2705606,Novo Lino,1980,População residente censitária,Total,Total,14660
357,2705606,Novo Lino,1991,População residente censitária,Total,Total,14553
358,2705606,Novo Lino,2000,População residente censitária,Total,Total,10375
359,2705606,Novo Lino,2010,População residente censitária,Total,Total,12060
360,2705606,Novo Lino,2022,População residente censitária,Total,Total,10024
361,2705705,Olho d'Água das Flores,1970,População residente censitária,Total,Total,10707
362,2705705,Olho d'Água das Flores,1980,População residente censitária,Total,Total,13922
363,2705705,Olho d'Água das Flores,1991,População residente censitária,Total,Total,15653
364,2705705,Olho d'Água das Flores,2000,População residente censitária,Total,Total,19417
365,2705705,Olho d'Água das Flores,2010,População residente censitária,Total,Total,20364
366,2705705,Olho d'Água das Flores,2022,População residente censitária,Total,Total,20695
367,2705804,Olho d'Água do Casado,1970,População residente censitária,Total,Total,2614
368,2705804,Olho d'Água do Casado,1980,População residente censitária,Total,Total,4079
369,2705804,Olho d'Água do Casado,1991,População residente censitária,Total,Total,6414
370,2705804,Olho d'Água do Casado,2000,População residente censitária,Total,Total,7059
371,2705804,Olho d'Água do Casado,2010,População residente censitária,Total,Total,8491
372,2705804,Olho d'Água do Casado,2022,População residente censitária,Total,Total,8349
373,2705903,Olho d'Água Grande,1970,População residente censitária,Total,Total,4333
374,2705903,Olho d'Água Grande,1980,População residente censitária,Total,Total,4620
375,2705903,Olho d'Água Grande,1991,População residente censitária,Total,Total,4413
376,2705903,Olho d'Água Grande,2000,População residente censitária,Total,Total,4847
377,2705903,Olho d'Água Grande,2010,População residente censitária,Total,Total,4957
378,2705903,Olho d'Água Grande,2022,População residente censitária,Total,Total,4330
379,2706000,Olivença,1970,População residente censitária,Total,Total,8657
380,2706000,Olivença,1980,População residente censitária,Total,Total,9523
381,2706000,Olivença,1991,População residente censitária,Total,Total,10130
382,2706000,Olivença,2000,População residente censitária,Total,Total,10369
383,2706000,Olivença,2010,População residente censitária,Total,Total,11047
384,2706000,Olivença,2022,População residente censitária,Total,Total,10812
385,2706109,Ouro Branco,1970,População residente censitária,Total,Total,6171
386,2706109,Ouro Branco,1980,População residente censitária,Total,Total,8768
387,2706109,Ouro Branco,1991,População residente censitária,Total,Total,9346
388,2706109,Ouro Branco,2000,População residente censitária,Total,Total,10077
389,2706109,Ouro Branco,2010,População residente censitária,Total,Total,10912
390,2706109,Ouro Branco,2022,População residente censitária,Total,Total,11446
391,2706208,Palestina,1970,População residente censitária,Total,Total,2274
392,2706208,Palestina,1980,População residente censitária,Total,Total,2490
393,2706208,Palestina,1991,População residente censitária,Total,Total,3628
394,2706208,Palestina,2000,População residente censitária,Total,Total,4523
395,2706208,Palestina,2010,População residente censitária,Total,Total,5112
396,2706208,Palestina,2022,População residente censitária,Total,Total,4325
397,2706307,Palmeira dos Índios,1970,População residente censitária,Total,Total,61860
398,2706307,Palmeira dos Índios,1980,População residente censitária,Total,Total,66930
399,2706307,Palmeira dos Índios,1991,População residente censitária,Total,Total,77204
400,2706307,Palmeira dos Índios,2000,População residente censitária,Total,Total,68060
401,2706307,Palmeira dos Índios,2010,População residente censitária,Total,Total,70368
402,2706307,Palmeira dos Índios,2022,População residente censitária,Total,Total,71574
403,2706406,Pão de Açúcar,1970,População residente censitária,Total,Total,16721
404,2706406,Pão de Açúcar,1980,População residente censitária,Total,Total,18936
405,2706406,Pão de Açúcar,1991,População residente censitária,Total,Total,21506
406,2706406,Pão de Açúcar,2000,População residente censitária,Total,Total,24351
407,2706406,Pão de Açúcar,2010,População residente censitária,Total,Total,23811
408,2706406,Pão de Açúcar,2022,População residente censitária,Total,Total,23823
409,2706422,Pariconha,1970,População residente censitária,Total,Total,...
410,2706422,Pariconha,1980,População residente censitária,Total,Total,...
411,2706422,Pariconha,1991,População residente censitária,Total,Total,...
412,2706422,Pariconha,2000,População residente censitária,Total,Total,10086
413,2706422,Pariconha,2010,População residente censitária,Total,Total,10264
414,2706422,Pariconha,2022,População residente censitária,Total,Total,10573
415,2706448,Paripueira,1970,População residente censitária,Total,Total,...
416,2706448,Paripueira,1980,População residente censitária,Total,Total,...
417,2706448,Paripueira,1991,População residente censitária,Total,Total,...
418,2706448,Paripueira,2000,População residente censitária,Total,Total,8049
419,2706448,Paripueira,2010,População residente censitária,Total,Total,11347
420,2706448,Paripueira,2022,População residente censitária,Total,Total,13835
421,2706505,Passo de Camaragibe,1970,População residente censitária,Total,Total,7598
422,2706505,Passo de Camaragibe,1980,População residente censitária,Total,Total,11326
423,2706505,Passo de Camaragibe,1991,População residente censitária,Total,Total,14091
424,2706505,Passo de Camaragibe,2000,População residente censitária,Total,Total,13755
425,2706505,Passo de Camaragibe,2010,População residente censitária,Total,Total,14763
426,2706505,Passo de Camaragibe,2022,População residente censitária,Total,Total,13804
427,2706604,Paulo Jacinto,1970,População residente censitária,Total,Total,9311
428,2706604,Paulo Jacinto,1980,População residente censitária,Total,Total,8173
429,2706604,Paulo Jacinto,1991,População residente censitária,Total,Total,7117
430,2706604,Paulo Jacinto,2000,População residente censitária,Total,Total,7485
431,2706604,Paulo Jacinto,2010,População residente censitária,Total,Total,7426
432,2706604,Paulo Jacinto,2022,População residente censitária,Total,Total,6576
433,2706703,Penedo,1970,População residente censitária,Total,Total,33142
434,2706703,Penedo,1980,População residente censitária,Total,Total,36658
435,2706703,Penedo,1991,População residente censitária,Total,Total,52245
436,2706703,Penedo,2000,População residente censitária,Total,Total,56993
437,2706703,Penedo,2010,População residente censitária,Total,Total,60378
438,2706703,Penedo,2022,População residente censitária,Total,Total,58647
439,2706802,Piaçabuçu,1970,População residente censitária,Total,Total,10752
440,2706802,Piaçabuçu,1980,População residente censitária,Total,Total,11543
441,2706802,Piaçabuçu,1991,População residente censitária,Total,Total,16914
442,2706802,Piaçabuçu,2000,População residente censitária,Total,Total,16775
443,2706802,Piaçabuçu,2010,População residente censitária,Total,Total,17203
444,2706802,Piaçabuçu,2022,População residente censitária,Total,Total,15897
445,2706901,Pilar,1970,População residente censitária,Total,Total,17801
446,2706901,Pilar,1980,População residente censitária,Total,Total,23896
447,2706901,Pilar,1991,População residente censitária,Total,Total,29254
448,2706901,Pilar,2000,População residente censitária,Total,Total,31201
449,2706901,Pilar,2010,População residente censitária,Total,Total,33305
450,2706901,Pilar,2022,População residente censitária,Total,Total,35370
451,2707008,Pindoba,1970,População residente censitária,Total,Total,7772
452,2707008,Pindoba,1980,População residente censitária,Total,Total,5215
453,2707008,Pindoba,1991,População residente censitária,Total,Total,3748
454,2707008,Pindoba,2000,População residente censitária,Total,Total,2926
455,2707008,Pindoba,2010,População residente censitária,Total,Total,2866
456,2707008,Pindoba,2022,População residente censitária,Total,Total,2731
457,2707107,Piranhas,1970,População residente censitária,Total,Total,4567
458,2707107,Piranhas,1980,População residente censitária,Total,Total,5949
459,2707107,Piranhas,1991,População residente censitária,Total,Total,14458
460,2707107,Piranhas,2000,População residente censitária,Total,Total,20007
461,2707107,Piranhas,2010,População residente censitária,Total,Total,23045
462,2707107,Piranhas,2022,População residente censitária,Total,Total,22609
463,2707206,Poço das Trincheiras,1970,População residente censitária,Total,Total,10172
464,2707206,Poço das Trincheiras,1980,População residente censitária,Total,Total,10671
465,2707206,Poço das Trincheiras,1991,População residente censitária,Total,Total,11489
466,2707206,Poço das Trincheiras,2000,População residente censitária,Total,Total,13222
467,2707206,Poço das Trincheiras,2010,População residente censitária,Total,Total,13872
468,2707206,Poço das Trincheiras,2022,População residente censitária,Total,Total,12518
469,2707305,Porto Calvo,1970,População residente censitária,Total,Total,17654
470,2707305,Porto Calvo,1980,População residente censitária,Total,Total,20496
471,2707305,Porto Calvo,1991,População residente censitária,Total,Total,22658
472,2707305,Porto Calvo,2000,População residente censitária,Total,Total,23951
473,2707305,Porto Calvo,2010,População residente censitária,Total,Total,25708
474,2707305,Porto Calvo,2022,População residente censitária,Total,Total,24071
475,2707404,Porto de Pedras,1970,População residente censitária,Total,Total,8565
476,2707404,Porto de Pedras,1980,População residente censitária,Total,Total,9841
477,2707404,Porto de Pedras,1991,População residente censitária,Total,Total,9615
478,2707404,Porto de Pedras,2000,População residente censitária,Total,Total,10238
479,2707404,Porto de Pedras,2010,População residente censitária,Total,Total,8429
480,2707404,Porto de Pedras,2022,População residente censitária,Total,Total,9295
481,2707503,Porto Real do Colégio,1970,População residente censitária,Total,Total,12737
482,2707503,Porto Real do Colégio,1980,População residente censitária,Total,Total,14389
483,2707503,Porto Real do Colégio,1991,População residente censitária,Total,Total,17557
484,2707503,Porto Real do Colégio,2000,População residente censitária,Total,Total,18355
485,2707503,Porto Real do Colégio,2010,População residente censitária,Total,Total,19334
486,2707503,Porto Real do Colégio,2022,População residente censitária,Total,Total,20079
487,2707602,Quebrangulo,1970,População residente censitária,Total,Total,15168
488,2707602,Quebrangulo,1980,População residente censitária,Total,Total,12645
489,2707602,Quebrangulo,1991,População residente censitária,Total,Total,11402
490,2707602,Quebrangulo,2000,População residente censitária,Total,Total,11902
491,2707602,Quebrangulo,2010,População residente censitária,Total,Total,11480
492,2707602,Quebrangulo,2022,População residente censitária,Total,Total,11080
493,2707701,Rio Largo,1970,População residente censitária,Total,Total,37415
494,2707701,Rio Largo,1980,População residente censitária,Total,Total,43445
495,2707701,Rio Largo,1991,População residente censitária,Total,Total,53924
496,2707701,Rio Largo,2000,População residente censitária,Total,Total,62510
497,2707701,Rio Largo,2010,População residente censitária,Total,Total,68481
498,2707701,Rio Largo,2022,População residente censitária,Total,Total,93927
499,2707800,Roteiro,1970,População residente censitária,Total,Total,1635
500,2707800,Roteiro,1980,População residente censitária,Total,Total,5171
501,2707800,Roteiro,1991,População residente censitária,Total,Total,7445
502,2707800,Roteiro,2000,População residente censitária,Total,Total,6985
503,2707800,Roteiro,2010,População residente censitária,Total,Total,6656
504,2707800,Roteiro,2022,População residente censitária,Total,Total,6474
505,2707909,Santa Luzia do Norte,1970,População residente censitária,Total,Total,2377
506,2707909,Santa Luzia do Norte,1980,População residente censitária,Total,Total,3319
507,2707909,Santa Luzia do Norte,1991,População residente censitária,Total,Total,5796
508,2707909,Santa Luzia do Norte,2000,População residente censitária,Total,Total,6388
509,2707909,Santa Luzia do Norte,2010,População residente censitária,Total,Total,6891
510,2707909,Santa Luzia do Norte,2022,População residente censitária,Total,Total,6919
511,2708006,Santana do Ipanema,1970,População residente censitária,Total,Total,34225
512,2708006,Santana do Ipanema,1980,População residente censitária,Total,Total,40372
513,2708006,Santana do Ipanema,1991,População residente censitária,Total,Total,36088
514,2708006,Santana do Ipanema,2000,População residente censitária,Total,Total,41485
515,2708006,Santana do Ipanema,2010,População residente censitária,Total,Total,44932
516,2708006,Santana do Ipanema,2022,População residente censitária,Total,Total,46220
517,2708105,Santana do Mundaú,1970,População residente censitária,Total,Total,15096
518,2708105,Santana do Mundaú,1980,População residente censitária,Total,Total,13580
519,2708105,Santana do Mundaú,1991,População residente censitária,Total,Total,12012
520,2708105,Santana do Mundaú,2000,População residente censitária,Total,Total,11534
521,2708105,Santana do Mundaú,2010,População residente censitária,Total,Total,10961
522,2708105,Santana do Mundaú,2022,População residente censitária,Total,Total,11323
523,2708204,São Brás,1970,População residente censitária,Total,Total,6231
524,2708204,São Brás,1980,População residente censitária,Total,Total,7380
525,2708204,São Brás,1991,População residente censitária,Total,Total,6313
526,2708204,São Brás,2000,População residente censitária,Total,Total,6551
527,2708204,São Brás,2010,População residente censitária,Total,Total,6718
528,2708204,São Brás,2022,População residente censitária,Total,Total,6555
529,2708303,São José da Laje,1970,População residente censitária,Total,Total,26946
530,2708303,São José da Laje,1980,População residente censitária,Total,Total,21959
531,2708303,São José da Laje,1991,População residente censitária,Total,Total,21996
532,2708303,São José da Laje,2000,População residente censitária,Total,Total,21071
533,2708303,São José da Laje,2010,População residente censitária,Total,Total,22686
534,2708303,São José da Laje,2022,População residente censitária,Total,Total,20813
535,2708402,São José da Tapera,1970,População residente censitária,Total,Total,19757
536,2708402,São José da Tapera,1980,População residente censitária,Total,Total,24790
537,2708402,São José da Tapera,1991,População residente censitária,Total,Total,27413
538,2708402,São José da Tapera,2000,População residente censitária,Total,Total,27562
539,2708402,São José da Tapera,2010,População residente censitária,Total,Total,30088
540,2708402,São José da Tapera,2022,População residente censitária,Total,Total,30604
541,2708501,São Luís do Quitunde,1970,População residente censitária,Total,Total,16121
542,2708501,São Luís do Quitunde,1980,População residente censitária,Total,Total,25860
543,2708501,São Luís do Quitunde,1991,População residente censitária,Total,Total,31238
544,2708501,São Luís do Quitunde,2000,População residente censitária,Total,Total,29543
545,2708501,São Luís do Quitunde,2010,População residente censitária,Total,Total,32412
546,2708501,São Luís do Quitunde,2022,População residente censitária,Total,Total,30873
547,2708600,São Miguel dos Campos,1970,População residente censitária,Total,Total,29721
548,2708600,São Miguel dos Campos,1980,População residente censitária,Total,Total,40708
549,2708600,São Miguel dos Campos,1991,População residente censitária,Total,Total,50689
550,2708600,São Miguel dos Campos,2000,População residente censitária,Total,Total,51456
551,2708600,São Miguel dos Campos,2010,População residente censitária,Total,Total,54577
552,2708600,São Miguel dos Campos,2022,População residente censitária,Total,Total,51990
553,2708709,São Miguel dos Milagres,1970,População residente censitária,Total,Total,3995
554,2708709,São Miguel dos Milagres,1980,População residente censitária,Total,Total,4809
555,2708709,São Miguel dos Milagres,1991,População residente censitária,Total,Total,4897
556,2708709,São Miguel dos Milagres,2000,População residente censitária,Total,Total,5860
557,2708709,São Miguel dos Milagres,2010,População residente censitária,Total,Total,7163
558,2708709,São Miguel dos Milagres,2022,População residente censitária,Total,Total,8482
559,2708808,São Sebastião,1970,População residente censitária,Total,Total,11723
560,2708808,São Sebastião,1980,População residente censitária,Total,Total,19764
561,2708808,São Sebastião,1991,População residente censitária,Total,Total,24696
562,2708808,São Sebastião,2000,População residente censitária,Total,Total,29124
563,2708808,São Sebastião,2010,População residente censitária,Total,Total,32010
564,2708808,São Sebastião,2022,População residente censitária,Total,Total,31786
565,2708907,Satuba,1970,População residente censitária,Total,Total,5008
566,2708907,Satuba,1980,População residente censitária,Total,Total,6228
567,2708907,Satuba,1991,População residente censitária,Total,Total,9186
568,2708907,Satuba,2000,População residente censitária,Total,Total,12555
569,2708907,Satuba,2010,População residente censitária,Total,Total,14603
570,2708907,Satuba,2022,População residente censitária,Total,Total,24278
571,2708956,Senador Rui Palmeira,1970,População residente censitária,Total,Total,...
572,2708956,Senador Rui Palmeira,1980,População residente censitária,Total,Total,...
573,2708956,Senador Rui Palmeira,1991,População residente censitária,Total,Total,9413
574,2708956,Senador Rui Palmeira,2000,População residente censitária,Total,Total,11979
575,2708956,Senador Rui Palmeira,2010,População residente censitária,Total,Total,13047
576,2708956,Senador Rui Palmeira,2022,População residente censitária,Total,Total,12302
577,2709004,Tanque d'Arca,1970,População residente censitária,Total,Total,6056
578,2709004,Tanque d'Arca,1980,População residente censitária,Total,Total,7483
579,2709004,Tanque d'Arca,1991,População residente censitária,Total,Total,7715
580,2709004,Tanque d'Arca,2000,População residente censitária,Total,Total,6594
581,2709004,Tanque d'Arca,2010,População residente censitária,Total,Total,6122
582,2709004,Tanque d'Arca,2022,População residente censitária,Total,Total,5796
583,2709103,Taquarana,1970,População residente censitária,Total,Total,11761
584,2709103,Taquarana,1980,População residente censitária,Total,Total,13189
585,2709103,Taquarana,1991,População residente censitária,Total,Total,16809
586,2709103,Taquarana,2000,População residente censitária,Total,Total,17046
587,2709103,Taquarana,2010,População residente censitária,Total,Total,19020
588,2709103,Taquarana,2022,População residente censitária,Total,Total,19032
589,2709152,Teotônio Vilela,1970,População residente censitária,Total,Total,...
590,2709152,Teotônio Vilela,1980,População residente censitária,Total,Total,...
591,2709152,Teotônio Vilela,1991,População residente censitária,Total,Total,29664
592,2709152,Teotônio Vilela,2000,População residente censitária,Total,Total,36881
593,2709152,Teotônio Vilela,2010,População residente censitária,Total,Total,41152
594,2709152,Teotônio Vilela,2022,População residente censitária,Total,Total,38053
595,2709202,Traipu,1970,População residente censitária,Total,Total,15497
596,2709202,Traipu,1980,População residente censitária,Total,Total,19272
597,2709202,Traipu,1991,População residente censitária,Total,Total,22680
598,2709202,Traipu,2000,População residente censitária,Total,Total,23439
599,2709202,Traipu,2010,População residente censitária,Total,Total,25702
600,2709202,Traipu,2022,População residente censitária,Total,Total,23565
601,2709301,União dos Palmares,1970,População residente censitária,Total,Total,51532
602,2709301,União dos Palmares,1980,População residente censitária,Total,Total,52702
603,2709301,União dos Palmares,1991,População residente censitária,Total,Total,57425
604,2709301,União dos Palmares,2000,População residente censitária,Total,Total,58620
605,2709301,União dos Palmares,2010,População residente censitária,Total,Total,62358
606,2709301,União dos Palmares,2022,População residente censitária,Total,Total,59280
607,2709400,Viçosa,1970,População residente censitária,Total,Total,28734
608,2709400,Viçosa,1980,População residente censitária,Total,Total,24658
609,2709400,Viçosa,1991,População residente censitária,Total,Total,23571
610,2709400,Viçosa,2000,População residente censitária,Total,Total,26263
611,2709400,Viçosa,2010,População residente censitária,Total,Total,25407
612,2709400,Viçosa,2022,População residente censitária,Total,Total,24092
